Entry	Gene ontology (biological process)
Q7ZVX0	regulation of transcription by RNA polymerase II [GO:0006357]; RNA processing [GO:0006396]
Q6DHP1	bicellular tight junction assembly [GO:0070830]; cell adhesion [GO:0007155]; head development [GO:0060322]
Q6PC30	negative regulation of apoptotic process [GO:0043066]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; protein deneddylation [GO:0000338]; vestibular receptor cell development [GO:0060118]
Q5RGQ8	
Q6DI06	protein insertion into mitochondrial inner membrane [GO:0045039]
Q6DGJ3	chaperone-mediated protein transport [GO:0072321]; protein insertion into mitochondrial inner membrane [GO:0045039]
Q6DI35	spliceosomal complex disassembly [GO:0000390]
Q502E0	cilium assembly [GO:0060271]; non-motile cilium assembly [GO:1905515]; smoothened signaling pathway [GO:0007224]
A5PLF5	
Q4V8S3	
Q6DGW9	calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; ER overload response [GO:0006983]
A5WVU9	
Q1JPX4	cellular response to misfolded protein [GO:0071218]; DNA repair [GO:0006281]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
B5DE31	egg activation [GO:0007343]; embryonic morphogenesis [GO:0048598]; epidermis development [GO:0008544]; establishment of RNA localization [GO:0051236]; miRNA transport [GO:1990428]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of cellular senescence [GO:2000773]; negative regulation of mRNA polyadenylation [GO:1900364]; negative regulation of mRNA processing [GO:0050686]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; negative regulation of translation [GO:0017148]; negative regulation of translational initiation [GO:0045947]; oocyte maturation [GO:0001556]; regulation of gene expression [GO:0010468]; RNA splicing [GO:0008380]; RNA transport [GO:0050658]; tRNA transport [GO:0051031]
Q7T3T8	multicellular organism development [GO:0007275]; negative regulation of translation [GO:0017148]; positive regulation of oogenesis [GO:1905881]; translation [GO:0006412]
Q4KMD7	mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; snRNA processing [GO:0016180]
Q1JPW9	
Q9W7R3	axon guidance [GO:0007411]; central nervous system myelin formation [GO:0032289]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron development [GO:0048666]; positive regulation of gastrulation [GO:2000543]; positive regulation of myelination [GO:0031643]; positive regulation of neuron projection development [GO:0010976]; positive regulation of oligodendrocyte differentiation [GO:0048714]; regulation of myelination [GO:0031641]; signal transduction [GO:0007165]
Q503T5	
Q66I51	phosphatidylinositol dephosphorylation [GO:0046856]
Q08CE6	negative regulation of osteoclast differentiation [GO:0045671]; regulation of cytosolic calcium ion concentration [GO:0051480]
Q7ZV68	endocytic recycling [GO:0032456]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; retrograde transport, endosome to plasma membrane [GO:1990126]
Q6AXL8	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
Q5TYQ8	negative regulation of mRNA polyadenylation [GO:1900364]; regulation of mRNA stability [GO:0043488]
Q1RLT2	ceramide biosynthetic process [GO:0046513]; endoplasmic reticulum organization [GO:0007029]; regulation of serine C-palmitoyltransferase activity [GO:1904220]; sphingolipid biosynthetic process [GO:0030148]
Q5TZ66	exocytosis [GO:0006887]; locomotory behavior [GO:0007626]; mitotic cytokinesis [GO:0000281]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]; vesicle fusion [GO:0006906]
Q6NV38	
Q803I8	ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
F1Q930	cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; regulation of Wnt signaling pathway [GO:0030111]
B0R0W9	activation of GTPase activity [GO:0090630]; glomerular filtration [GO:0003094]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
Q9W7R4	dendrite guidance [GO:0070983]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron development [GO:0048666]; positive regulation of neuron projection development [GO:0010976]; regulation of homophilic cell adhesion [GO:1903385]; retinal ganglion cell axon guidance [GO:0031290]; signal transduction [GO:0007165]; visual perception [GO:0007601]
Q2YDP8	2-oxobutyrate biosynthetic process [GO:0046360]; brain development [GO:0007420]; dephosphorylation [GO:0016311]; larval locomotory behavior [GO:0008345]; serine family amino acid catabolic process [GO:0009071]
A1L2F6	
Q6DBT3	
Q8JHW2	cell adhesion [GO:0007155]; mesenchymal to epithelial transition [GO:0060231]; somite development [GO:0061053]
Q1LXE6	cilium assembly [GO:0060271]; determination of heart left/right asymmetry [GO:0061371]; otolith morphogenesis [GO:0032474]
Q32LT7	
Q7ZWD4	UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
E7EZF3	animal organ regeneration [GO:0031100]; cell cycle [GO:0007049]; histone monoubiquitination [GO:0010390]; histone ubiquitination [GO:0016574]; hypermethylation of CpG island [GO:0044027]; inflammatory response [GO:0006954]; intestinal epithelial structure maintenance [GO:0060729]; lens development in camera-type eye [GO:0002088]; liver development [GO:0001889]; maintenance of DNA methylation [GO:0010216]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
P59845	chemical synaptic transmission [GO:0007268]
Q7ZUX3	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; cellular response to starvation [GO:0009267]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497]
B0CLX4	
Q802Y8	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of type I interferon production [GO:0032481]; protein ubiquitination [GO:0016567]; regulation of cytokine production [GO:0001817]; regulation of immune system process [GO:0002682]; regulation of neurogenesis [GO:0050767]; regulation of transcription by RNA polymerase II [GO:0006357]
Q5BJC1	ceramide biosynthetic process [GO:0046513]
Q7T006	protein stabilization [GO:0050821]; telomere maintenance via telomerase [GO:0007004]
Q7SY53	protein homotetramerization [GO:0051289]; tryptophan catabolic process to acetyl-CoA [GO:0019442]; tryptophan catabolic process to kynurenine [GO:0019441]
Q6AZD1	
F1R3W0	nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; RNA polymerase I preinitiation complex assembly [GO:0001188]
Q8AXX2	cardiac muscle cell differentiation [GO:0055007]; cartilage morphogenesis [GO:0060536]; cell fate specification [GO:0001708]; ear development [GO:0043583]; ear morphogenesis [GO:0042471]; embryonic heart tube morphogenesis [GO:0003143]; embryonic viscerocranium morphogenesis [GO:0048703]; heart development [GO:0007507]; heart looping [GO:0001947]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural crest cell development [GO:0014032]; neural crest cell migration [GO:0001755]; parathyroid gland development [GO:0060017]; pharyngeal muscle development [GO:0043282]; pharyngeal system development [GO:0060037]; positive regulation of secondary heart field cardioblast proliferation [GO:0072513]; positive regulation of transcription by RNA polymerase II [GO:0045944]; semicircular canal morphogenesis [GO:0048752]; soft palate development [GO:0060023]; thymus development [GO:0048538]
Q32PV5	artery development [GO:0060840]; branching involved in ureteric bud morphogenesis [GO:0001658]; branchiomeric skeletal muscle development [GO:0014707]; bronchiole development [GO:0060435]; diaphragm development [GO:0060539]; embryonic digestive tract morphogenesis [GO:0048557]; epithelial cell differentiation [GO:0030855]; gland development [GO:0048732]; glomerulus development [GO:0032835]; kidney development [GO:0001822]; lung alveolus development [GO:0048286]; lung morphogenesis [GO:0060425]; lung vasculature development [GO:0060426]; metanephric glomerular capillary formation [GO:0072277]; metanephric mesenchymal cell differentiation [GO:0072162]; morphogenesis of a branching structure [GO:0001763]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; reproductive structure development [GO:0048608]; respiratory system development [GO:0060541]; roof of mouth development [GO:0060021]; Sertoli cell differentiation [GO:0060008]; sex determination [GO:0007530]; skeletal muscle tissue development [GO:0007519]; spleen development [GO:0048536]; ureteric bud development [GO:0001657]; vasculature development [GO:0001944]
Q6DC03	histone methylation [GO:0016571]; regulation of transcription, DNA-templated [GO:0006355]
Q9I9N5	extrinsic apoptotic signaling pathway [GO:0097191]; positive regulation of apoptotic process [GO:0043065]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]
Q6E2N3	developmental pigmentation [GO:0048066]; embryonic hemopoiesis [GO:0035162]; erythrocyte differentiation [GO:0030218]; fin development [GO:0033333]; macrophage chemotaxis [GO:0048246]; macrophage migration [GO:1905517]; neutrophil chemotaxis [GO:0030593]; neutrophil migration [GO:1990266]; post-embryonic hemopoiesis [GO:0035166]; primitive hemopoiesis [GO:0060215]; protein ubiquitination [GO:0016567]; regulation of transcription elongation from RNA polymerase II promoter [GO:0034243]
Q1LWB0	apoptotic process [GO:0006915]
Q24JV4	
Q4VBH4	cellular response to misfolded protein [GO:0071218]; DNA repair [GO:0006281]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
X1WER2	locomotion [GO:0040011]; locomotory behavior [GO:0007626]; protein modification by small protein conjugation [GO:0032446]; protein ufmylation [GO:0071569]
A1L259	allantoin biosynthetic process [GO:0019428]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]
Q6DEN0	protein K69-linked ufmylation [GO:1990592]; protein ufmylation [GO:0071569]
Q7ZZY8	regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]
Q7T2F6	intracellular signal transduction [GO:0035556]; protein ubiquitination [GO:0016567]
O42477	multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of neural retina development [GO:0061074]; response to stimulus [GO:0050896]; visual perception [GO:0007601]
Q6NWI4	apoptotic process [GO:0006915]; brain development [GO:0007420]
F1QXD3	dopaminergic neuron differentiation [GO:0071542]; forebrain development [GO:0030900]; peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein localization to membrane [GO:0072657]; protein palmitoleylation [GO:0045234]; protein targeting to Golgi apparatus [GO:0140450]; protein targeting to membrane [GO:0006612]; synaptic vesicle maturation [GO:0016188]
Q1L8W0	cellular response to DNA damage stimulus [GO:0006974]
Q8JGS9	multicellular organism development [GO:0007275]; regulation of cell cycle [GO:0051726]; translation [GO:0006412]
B3DJT0	exocrine pancreas development [GO:0031017]; lymphocyte differentiation [GO:0030098]; mRNA splicing, via spliceosome [GO:0000398]; nucleosome assembly [GO:0006334]; positive regulation of histone deubiquitination [GO:1903586]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; thymus development [GO:0048538]
Q7T3C7	eye photoreceptor cell development [GO:0042462]; regulation of dendrite development [GO:0050773]; retina layer formation [GO:0010842]
