Entry	Gene ontology (biological process)
Q9SFU6	(1->3)-beta-D-glucan biosynthetic process [GO:0006075]; callose deposition in cell wall [GO:0052543]; developmental growth [GO:0048589]; generative cell mitosis [GO:0055047]; microsporogenesis [GO:0009556]; pollen development [GO:0009555]; pollen germination [GO:0009846]; regulation of cell shape [GO:0008360]; regulation of pollen tube growth [GO:0080092]
Q9FL40	
Q9M2U5	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]; response to bacterium [GO:0009617]; response to wounding [GO:0009611]; somatic embryogenesis [GO:0010262]
Q94BR5	chromatin organization [GO:0006325]; gene silencing by RNA-directed DNA methylation [GO:0080188]
Q38868	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; signal transduction [GO:0007165]
O65896	cytidine catabolic process [GO:0006216]; cytidine deamination [GO:0009972]
Q9LPI5	
Q38871	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to abscisic acid [GO:0009737]
Q6XBF8	defense response to bacterium [GO:0042742]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of salicylic acid metabolic process [GO:0010337]
Q58P71	potassium ion transport [GO:0006813]
O80513	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
F4IR05	lipid biosynthetic process [GO:0008610]
Q9SWW6	cellulose biosynthetic process [GO:0030244]; plant-type cell wall biogenesis [GO:0009832]; plant-type primary cell wall biogenesis [GO:0009833]; plant-type secondary cell wall biogenesis [GO:0009834]; rhamnogalacturonan I side chain metabolic process [GO:0010400]
O48946	cellulose biosynthetic process [GO:0030244]; cell wall organization [GO:0071555]; hyperosmotic salinity response [GO:0042538]; plant-type primary cell wall biogenesis [GO:0009833]
O22845	
O81223	cellular potassium ion homeostasis [GO:0030007]; detection of calcium ion [GO:0005513]; hypotonic salinity response [GO:0042539]
Q9LF37	chloroplast organization [GO:0009658]; protein refolding [GO:0042026]; response to heat [GO:0009408]
Q8GW78	
Q2V4E2	cell-cell signaling involved in cell fate commitment [GO:0045168]; embryo development ending in seed dormancy [GO:0009793]; positive regulation of gene expression [GO:0010628]; regulation of endosperm development [GO:2000014]; regulation of seed growth [GO:0080113]
P20115	carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; response to cadmium ion [GO:0046686]; tricarboxylic acid cycle [GO:0006099]
P40229	
Q94A87	
Q9C942	lignin biosynthetic process [GO:0009809]; response to cadmium ion [GO:0046686]; response to hydrogen peroxide [GO:0042542]; response to oxidative stress [GO:0006979]; response to zinc ion [GO:0010043]
Q9FHD4	
O65482	defense response to bacterium [GO:0042742]; protein phosphorylation [GO:0006468]
Q9LRL1	
O65476	defense response to bacterium [GO:0042742]; protein phosphorylation [GO:0006468]
Q9FNE8	
Q39061	chloroplast RNA processing [GO:0031425]; chloroplast rRNA processing [GO:1901259]; mRNA processing [GO:0006397]; regulation of RNA metabolic process [GO:0051252]
Q501G6	
Q8VZZ4	transmembrane transport [GO:0055085]
Q9FT51	
Q9LYU8	cellular amino acid biosynthetic process [GO:0008652]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]
Q9SMX5	
O04529	collagen catabolic process [GO:0030574]; developmental vegetative growth [GO:0080186]; extracellular matrix organization [GO:0030198]; multicellular organism development [GO:0007275]; negative regulation of leaf senescence [GO:1900056]; regulation of photoperiodism, flowering [GO:2000028]; response to cadmium ion [GO:0046686]; response to jasmonic acid [GO:0009753]; response to salt stress [GO:0009651]
Q9FHA2	fruit dehiscence [GO:0010047]
F4IJ77	
O80944	oxidation-reduction process [GO:0055114]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to salt stress [GO:0009651]; response to toxic substance [GO:0009636]; response to water deprivation [GO:0009414]
Q8L7A4	
Q9SK86	formaldehyde catabolic process [GO:0046294]
Q93Z29	malate transport [GO:0015743]
Q9LLC1	fatty acid biosynthetic process [GO:0006633]
Q1PFD1	regulation of transcription by RNA polymerase II [GO:0006357]
Q9FKR9	
Q84MA5	amino acid transport [GO:0006865]
Q9FNZ2	
Q9M0G2	regulation of transcription, DNA-templated [GO:0006355]
Q8L7S3	RNA processing [GO:0006396]
Q9LNV5	defense response to bacterium [GO:0042742]
O24598	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]; response to fungus [GO:0009620]
Q3B724	(1->3)-beta-D-glucan biosynthetic process [GO:0006075]; cell wall organization [GO:0071555]; microsporogenesis [GO:0009556]; pollen germination [GO:0009846]; pollen tube growth [GO:0009860]; pollen wall assembly [GO:0010208]; regulation of cell shape [GO:0008360]; regulation of pollen tube growth [GO:0080092]
O04153	anthocyanin-containing compound metabolic process [GO:0046283]; defense response to bacterium [GO:0042742]; endoplasmic reticulum unfolded protein response [GO:0030968]; innate immune response-activating signal transduction [GO:0002758]; plant-type hypersensitive response [GO:0009626]; protein folding [GO:0006457]
Q8W032	cell division [GO:0051301]; DNA replication initiation [GO:0006270]; mitotic cell cycle [GO:0000278]; mitotic DNA replication checkpoint [GO:0033314]
F4J9M5	ATP-dependent chromatin remodeling [GO:0043044]; maintenance of root meristem identity [GO:0010078]; maintenance of seed dormancy [GO:0010231]; maintenance of shoot apical meristem identity [GO:0010492]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of growth [GO:0040008]; response to heat [GO:0009408]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
Q8VZW3	flavonoid biosynthetic process [GO:0009813]; response to karrikin [GO:0080167]
Q93XW7	
P34893	chaperone cofactor-dependent protein refolding [GO:0051085]; response to heat [GO:0009408]
Q9S847	cytidine deamination [GO:0009972]
P16127	chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]
Q9ZSA2	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]
Q9LI84	calcium-mediated signaling [GO:0019722]
Q94AZ4	
Q9SVG9	trichome branching [GO:0010091]
Q7FZF1	calcium-mediated signaling [GO:0019722]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
Q9LFW3	cellulose microfibril organization [GO:0010215]; plant-type cell wall biogenesis [GO:0009832]; plant-type cell wall cellulose biosynthetic process [GO:0052324]; plant-type cell wall organization [GO:0009664]; plant-type secondary cell wall biogenesis [GO:0009834]
Q67YU0	cytokinin catabolic process [GO:0009823]
Q84W98	axillary shoot meristem initiation [GO:0090506]; cell-cell signaling involved in cell fate commitment [GO:0045168]; cell division [GO:0051301]; phloem or xylem histogenesis [GO:0010087]; procambium histogenesis [GO:0010067]; secondary shoot formation [GO:0010223]; xylem development [GO:0010089]
Q29PU4	cell-cell signaling involved in cell fate commitment [GO:0045168]; multicellular organism development [GO:0007275]
F4K493	
F4I8S3	positive regulation of RNA interference [GO:1900370]
Q9LW62	peptidyl-serine phosphorylation [GO:0018105]
Q9ZPR0	ubiquinone biosynthetic process [GO:0006744]
Q9ZVE7	photosynthetic electron transport in photosystem I [GO:0009773]
Q5Q0E2	
Q8RX83	cellulose biosynthetic process [GO:0030244]; cell wall organization [GO:0071555]; plant-type primary cell wall biogenesis [GO:0009833]
O80891	cellulose biosynthetic process [GO:0030244]; cell wall organization [GO:0071555]; plant-type primary cell wall biogenesis [GO:0009833]
Q9LQC9	cell wall organization [GO:0071555]
P0CJ52	
P0CJ49	
Q8LDI5	
O48845	alkane biosynthetic process [GO:0043447]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q9M1H3	
Q8W4C8	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; defense response to virus [GO:0051607]
Q9SA00	
Q8GWK2	ethylene-activated signaling pathway [GO:0009873]
Q9LQC8	intracellular protein transport [GO:0006886]; response to cadmium ion [GO:0046686]; vesicle-mediated transport [GO:0016192]
F4I8U2	glycogen biosynthetic process [GO:0005978]
Q9SAC9	intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
Q9LSW9	protein ubiquitination [GO:0016567]
Q9LX07	response to cold [GO:0009409]; response to heat [GO:0009408]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
Q9SL93	protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q940Z2	actin filament-based process [GO:0030029]; ATP-dependent chromatin remodeling [GO:0043044]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; multicellular organism development [GO:0007275]; regulation of cytokinin-activated signaling pathway [GO:0080036]; regulation of root meristem growth [GO:0010082]; regulation of transcription, DNA-templated [GO:0006355]
Q9FG08	histone lysine methylation [GO:0034968]
P56760	ATP synthesis coupled proton transport [GO:0015986]
F4J1Q9	amino acid transmembrane transport [GO:0003333]
Q9ZUI3	carbohydrate metabolic process [GO:0005975]; response to karrikin [GO:0080167]
Q9SVU7	regulation of transcription, DNA-templated [GO:0006355]
Q9MAP8	embryo development ending in seed dormancy [GO:0009793]; protein glycosylation [GO:0006486]
Q9LXM3	
Q9SAE3	
Q8H0W9	clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; vesicle budding from membrane [GO:0006900]
O65786	
Q9FKC1	oxidation-reduction process [GO:0055114]
Q9STK8	
Q9ZR04	cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q9LJL9	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of gibberellic acid mediated signaling pathway [GO:0009939]; protein autophosphorylation [GO:0046777]
Q8GVE8	carbon fixation [GO:0015977]; photosynthesis [GO:0015979]; tricarboxylic acid cycle [GO:0006099]
Q9SY74	mRNA splicing, via spliceosome [GO:0000398]
Q39068	cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q9C7P1	
Q9FNG6	snoRNA splicing [GO:0034247]
Q9SCN8	autophagosome maturation [GO:0097352]; cell division [GO:0051301]; ER-associated misfolded protein catabolic process [GO:0071712]; macroautophagy [GO:0016236]; mitotic spindle disassembly [GO:0051228]; positive regulation of protein catabolic process [GO:0045732]; response to cadmium ion [GO:0046686]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]
P54609	autophagosome maturation [GO:0097352]; cell division [GO:0051301]; ER-associated misfolded protein catabolic process [GO:0071712]; macroautophagy [GO:0016236]; mitotic spindle disassembly [GO:0051228]; negative regulation of defense response [GO:0031348]; pollen germination [GO:0009846]; pollen tube growth [GO:0009860]; protein destabilization [GO:0031648]; response to cadmium ion [GO:0046686]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q9S7L8	cytidine deamination [GO:0009972]
Q9LD47	cellular copper ion homeostasis [GO:0006878]; metal ion transport [GO:0030001]; removal of superoxide radicals [GO:0019430]
Q9C876	methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]
Q9S7N9	
Q9LX27	
Q3EDG3	monovalent inorganic cation transport [GO:0015672]; potassium ion transport [GO:0006813]; regulation of pH [GO:0006885]
Q9LEQ3	cellular calcium ion homeostasis [GO:0006874]; pollen tube growth [GO:0009860]
Q9LQF2	carbohydrate metabolic process [GO:0005975]; cellular amino acid metabolic process [GO:0006520]; response to hydrogen peroxide [GO:0042542]; root development [GO:0048364]; sucrose catabolic process [GO:0005987]
O22971	signal transduction [GO:0007165]
Q940S5	intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q9ASQ5	protein autophosphorylation [GO:0046777]
B5TYT3	
A0MEX7	
Q9SH40	
O23413	cell-cell junction assembly [GO:0007043]; cell wall modification [GO:0042545]
Q9FL87	NAD(P)H dehydrogenase complex assembly [GO:0010275]
Q9C5S8	defense response to bacterium [GO:0042742]; programmed cell death [GO:0012501]; protein phosphorylation [GO:0006468]; response to salicylic acid [GO:0009751]
Q9SP02	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; root development [GO:0048364]
Q42406	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; signal transduction [GO:0007165]
Q04836	base conversion or substitution editing [GO:0016553]; chloroplast rRNA processing [GO:1901259]; cold acclimation [GO:0009631]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; regulation of RNA metabolic process [GO:0051252]; response to cold [GO:0009409]; RNA modification [GO:0009451]; RNA processing [GO:0006396]; RNA stabilization [GO:0043489]
Q9SX25	catabolic process [GO:0009056]; cellular response to hypoxia [GO:0071456]
Q9LSW6	
Q7XA72	transmembrane transport [GO:0055085]
Q9S725	phenylpropanoid metabolic process [GO:0009698]
Q8LFP9	abscisic acid biosynthetic process [GO:0009688]; regulation of superoxide anion generation [GO:0032928]; xanthophyll metabolic process [GO:0016122]
Q9SV41	protein dephosphorylation [GO:0006470]; regulation of protein autophosphorylation [GO:0031952]; signal transduction [GO:0007165]
P0CZ23	fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; lipid homeostasis [GO:0055088]; medium-chain fatty acid metabolic process [GO:0051791]
Q8L718	mitochondrial cytochrome c oxidase assembly [GO:0033617]; protein insertion into membrane [GO:0051205]; protein insertion into mitochondrial inner membrane from matrix [GO:0032979]
O82171	COPI coating of Golgi vesicle [GO:0048205]; embryo development ending in seed dormancy [GO:0009793]; pollen development [GO:0009555]
Q38837	plant ovule development [GO:0048481]; pollen development [GO:0009555]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]
