Entry	Gene ontology (biological process)
P48376	adult behavior [GO:0030534]; cellular respiration [GO:0045333]; determination of adult lifespan [GO:0008340]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxidative phosphorylation [GO:0006119]; positive regulation of behavior [GO:0048520]; positive regulation of developmental process [GO:0051094]; positive regulation of gene expression [GO:0010628]; positive regulation of growth rate [GO:0040010]; positive regulation of nematode larval development [GO:0061063]; positive regulation of protein oxidation [GO:1904808]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of reactive oxygen species metabolic process [GO:2000377]; reproduction [GO:0000003]; response to drug [GO:0042493]; ubiquinone biosynthetic process [GO:0006744]
P48180	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
Q27515	
G5EDN6	endocytosis [GO:0006897]
Q21286	cation transport [GO:0006812]; cellular calcium ion homeostasis [GO:0006874]
Q22695	regulation of dense core granule transport [GO:1904809]; regulation of protein localization [GO:0032880]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]
Q09272	carbohydrate metabolic process [GO:0005975]; chondroitin sulfate biosynthetic process [GO:0030206]; positive regulation of response to oxidative stress [GO:1902884]
Q9TYP2	multicellular organism development [GO:0007275]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
P34312	
Q17586	determination of adult lifespan [GO:0008340]; ion transport [GO:0006811]; positive regulation of gonad development [GO:1905941]
Q21444	Golgi organization [GO:0007030]; gonad morphogenesis [GO:0035262]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; regulation of cell migration [GO:0030334]
P18832	
H2L0N8	cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]; non-motile cilium assembly [GO:1905515]; receptor localization to non-motile cilium [GO:0097500]; sensory perception of chemical stimulus [GO:0007606]
P34686	actin cytoskeleton organization [GO:0030036]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; embryonic axis specification [GO:0000578]; negative regulation of filopodium assembly [GO:0051490]; regulation of lamellipodium assembly [GO:0010591]
P34545	apoptotic process [GO:0006915]; embryo development ending in birth or egg hatching [GO:0009792]; histone acetylation [GO:0016573]; internal peptidyl-lysine acetylation [GO:0018393]; positive regulation of apoptotic process [GO:0043065]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of neuron projection development [GO:0010975]; regulation of transcription, DNA-templated [GO:0006355]; spermatogenesis [GO:0007283]
P34641	apoptotic process [GO:0006915]
Q9N3Z3	DNA damage checkpoint [GO:0000077]; embryo development ending in birth or egg hatching [GO:0009792]; intracellular signal transduction [GO:0035556]; mitotic DNA replication checkpoint [GO:0033314]; protein phosphorylation [GO:0006468]
G5ECD6	cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; eggshell formation [GO:0030703]; positive regulation of protein localization to cell cortex [GO:1904778]
Q20799	
P41996	eggshell formation [GO:0030703]; embryo development ending in birth or egg hatching [GO:0009792]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]
P43510	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9N3Q4	cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; DNA damage checkpoint [GO:0000077]; DNA repair [GO:0006281]; histone phosphorylation [GO:0016572]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; negative regulation of TORC1 signaling [GO:1904262]; response to ionizing radiation [GO:0010212]; telomere maintenance [GO:0000723]
P34652	endoplasmic reticulum unfolded protein response [GO:0030968]; multicellular organism development [GO:0007275]; protein folding [GO:0006457]; response to heat [GO:0009408]
Q10653	cell division [GO:0051301]; mitotic cell cycle [GO:0000278]; mitotic cell cycle phase transition [GO:0044772]; oocyte maturation [GO:0001556]; positive regulation of protein phosphorylation [GO:0001934]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q22361	negative regulation of anterograde synaptic vesicle transport [GO:1903743]; negative regulation of receptor localization to synapse [GO:1902684]; positive regulation of ERAD pathway [GO:1904294]; regulation of AMPA receptor activity [GO:2000311]; regulation of behavior [GO:0050795]; regulation of NMDA receptor activity [GO:2000310]; vesicle-mediated transport [GO:0016192]
Q8MYM9	intrinsic apoptotic signaling pathway [GO:0097193]
P34666	methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]
Q09219	cellular response to calcium ion [GO:0071277]
A0A1C3NSL9	cell-cell junction organization [GO:0045216]; embryo development ending in birth or egg hatching [GO:0009792]
Q10943	embryo development ending in birth or egg hatching [GO:0009792]; gamete generation [GO:0007276]; intracellular protein transport [GO:0006886]; mitochondrion organization [GO:0007005]; oocyte development [GO:0048599]; regulation of apoptotic process involved in development [GO:1904748]; regulation of receptor-mediated endocytosis [GO:0048259]; vesicle-mediated transport [GO:0016192]
P35602	apical protein localization [GO:0045176]; cilium assembly [GO:0060271]; embryo development ending in birth or egg hatching [GO:0009792]; intracellular protein transport [GO:0006886]; nematode larval development [GO:0002119]; receptor localization to non-motile cilium [GO:0097500]; vesicle-mediated transport [GO:0016192]; vulval development [GO:0040025]
Q9XTT4	actin filament bundle assembly [GO:0051017]; actomyosin contractile ring assembly [GO:0000915]; collagen and cuticulin-based cuticle development [GO:0040002]; cortical cytoskeleton organization [GO:0030865]; embryo development ending in birth or egg hatching [GO:0009792]; first cell cycle pseudocleavage [GO:0030590]; hermaphrodite genitalia development [GO:0040035]; locomotion [GO:0040011]; mitotic cytokinesis [GO:0000281]; nematode male tail tip morphogenesis [GO:0045138]; polar body extrusion after meiotic divisions [GO:0040038]; protein localization [GO:0008104]; protein localization to mitotic actomyosin contractile ring [GO:1904498]; septin ring organization [GO:0031106]
Q09994	actomyosin contractile ring assembly [GO:0000915]; cortical cytoskeleton organization [GO:0030865]; embryo development ending in birth or egg hatching [GO:0009792]; gonad development [GO:0008406]; mitotic cytokinesis [GO:0000281]; multicellular organism reproduction [GO:0032504]; oogenesis [GO:0048477]; ovulation [GO:0030728]; protein localization to mitotic actomyosin contractile ring [GO:1904498]; septin ring organization [GO:0031106]; syncytium formation [GO:0006949]
Q21209	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; protein ubiquitination [GO:0016567]
Q09660	oxidation-reduction process [GO:0055114]
Q966L8	chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; neuron differentiation [GO:0030182]; positive regulation of chemotaxis [GO:0050921]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of chemotaxis [GO:0050920]; regulation of gene expression [GO:0010468]; response to alkaline pH [GO:0010446]; response to inorganic substance [GO:0010035]; response to lithium ion [GO:0010226]; response to magnesium ion [GO:0032026]; response to methionine [GO:1904640]; response to salt [GO:1902074]
Q9NGJ7	
G5ED29	astral microtubule organization [GO:0030953]; chromosome segregation [GO:0007059]; detection of temperature stimulus [GO:0016048]; establishment of mitotic spindle localization [GO:0040001]; female gonad development [GO:0008585]; maintenance of centrosome location [GO:0051661]; negative regulation of centrosome duplication [GO:0010826]; negative regulation of gene expression [GO:0010629]; negative regulation of microtubule nucleation [GO:1905833]; negative regulation of protein localization to centrosome [GO:1904780]; oocyte development [GO:0048599]; oocyte fate determination [GO:0030716]; polar body extrusion after meiotic divisions [GO:0040038]; positive regulation of female gonad development [GO:2000196]; positive regulation of fertilization [GO:1905516]; positive regulation of gene expression [GO:0010628]; positive regulation of germ cell proliferation [GO:1905938]; positive regulation of meiosis I [GO:0060903]; positive regulation of mitotic cell cycle, embryonic [GO:0045977]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of mitotic spindle elongation [GO:1902846]; positive regulation of oocyte development [GO:0060282]; protein localization to centrosome [GO:0071539]; regulation of centrosome duplication [GO:0010824]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; regulation of gene expression [GO:0010468]; regulation of germ cell proliferation [GO:1905936]; regulation of mitotic cell cycle, embryonic [GO:0009794]; regulation of mitotic cytokinetic process [GO:1903436]; regulation of protein localization to centrosome [GO:1904779]; regulation of spindle assembly [GO:0090169]; spermatogenesis [GO:0007283]; stress granule assembly [GO:0034063]
O62247	cuticle development involved in collagen and cuticulin-based cuticle molting cycle [GO:0042338]; protein catabolic process [GO:0030163]; vulval development [GO:0040025]
O18303	
Q9NF14	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of proteolysis [GO:0030162]; ubiquitin-dependent protein catabolic process [GO:0006511]
G5EBI4	cellular lipid metabolic process [GO:0044255]; epoxide metabolic process [GO:0097176]
Q09602	regulation of transcription, DNA-templated [GO:0006355]
Q11174	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; response to fungus [GO:0009620]
Q20893	L-cysteine catabolic process [GO:0019448]; taurine biosynthetic process [GO:0042412]
Q21184	
O17901	embryo development ending in birth or egg hatching [GO:0009792]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; oocyte development [GO:0048599]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q09236	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi localization [GO:0051645]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q9N4C2	mRNA polyadenylation [GO:0006378]
G5EGM3	DNA-templated transcription, initiation [GO:0006352]; embryo development ending in birth or egg hatching [GO:0009792]; positive regulation of transcription by RNA polymerase II [GO:0045944]
