Entry	Gene ontology (biological process)
P47167	cell division [GO:0051301]; chromosome segregation [GO:0007059]; establishment of mitotic sister chromatid cohesion [GO:0034087]; meiotic cell cycle [GO:0051321]
P29029	cell wall organization [GO:0071555]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; septum digestion after cytokinesis [GO:0000920]
P08004	chitin biosynthetic process [GO:0006031]; fungal-type cell wall organization [GO:0031505]; septum digestion after cytokinesis [GO:0000920]
P20437	cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; traversing start control point of mitotic cell cycle [GO:0007089]
P17898	CDP-choline pathway [GO:0006657]
P32799	aerobic respiration [GO:0009060]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial respirasome assembly [GO:0097250]
P32074	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein secretion [GO:0009306]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
P40094	autophagy [GO:0006914]; autophagy of peroxisome [GO:0030242]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intra-Golgi vesicle-mediated transport [GO:0006891]; macroautophagy [GO:0016236]; retrograde transport, vesicle recycling within Golgi [GO:0000301]
Q12218	fungal-type cell wall organization [GO:0031505]
P53220	protein import into mitochondrial matrix [GO:0030150]
P53299	chaperone-mediated protein transport [GO:0072321]; protein insertion into mitochondrial inner membrane [GO:0045039]
Q12513	proteasome regulatory particle assembly [GO:0070682]
P38238	cytoplasmic translation [GO:0002181]; RNA methylation [GO:0001510]; tRNA methylation [GO:0030488]; tRNA nucleoside ribose methylation [GO:0002128]; wobble position ribose methylation [GO:0002130]
P48561	cell cycle [GO:0007049]; cell division [GO:0051301]; histone mRNA catabolic process [GO:0071044]; ncRNA polyadenylation [GO:0043629]; nuclear polyadenylation-dependent CUT catabolic process [GO:0071039]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent snoRNA catabolic process [GO:0071036]; nuclear polyadenylation-dependent snRNA catabolic process [GO:0071037]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; snoRNA polyadenylation [GO:0071050]; U4 snRNA 3'-end processing [GO:0034475]
Q08282	tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]; wybutosine biosynthetic process [GO:0031591]
P38334	autophagy [GO:0006914]; cellular protein-containing complex assembly [GO:0034622]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
P26370	gamma-aminobutyric acid catabolic process [GO:0009450]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; nitrogen utilization [GO:0019740]
P38627	'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; pyrimidine nucleobase biosynthetic process [GO:0019856]
Q03913	protein targeting to vacuole [GO:0006623]
Q06685	inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; regulation of bipolar cell growth [GO:0051516]; regulation of cell growth [GO:0001558]; regulation of microtubule cytoskeleton organization [GO:0070507]
P38173	
P25384	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]
Q8TGQ2	
P38233	
A0A023PXB9	
Q8TGK6	
P25575	
A0A023PXH4	
Q12448	
P25606	Golgi to endosome transport [GO:0006895]; Golgi to vacuole transport [GO:0006896]; post-Golgi vesicle-mediated transport [GO:0006892]; protein targeting to vacuole [GO:0006623]
Q12115	
P37265	chromosome segregation [GO:0007059]
Q12210	
Q12023	
Q12301	
P39566	
P89495	
A0A023PYD7	
A0A023PYD9	
A0A023PZC7	
A0A023PZA9	
P87288	
A0A023PZH1	
Q8TGU7	
P87271	
Q8TGK4	
A0A023PXC2	
P32616	
P40004	carbohydrate transport [GO:0008643]; fungal-type cell wall chitin biosynthetic process [GO:0034221]; transmembrane transport [GO:0055085]; UDP-glucose transmembrane transport [GO:0015786]; UDP-N-acetylglucosamine transmembrane transport [GO:1990569]
P87273	
Q3E834	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]
P34251	response to furfural [GO:1901426]
P33324	
P46994	
Q06695	
Q02659	
P36065	
P53132	
P53144	deoxyribonucleoside monophosphate catabolic process [GO:0009159]
P0CL38	
A0A023PZK9	
P0CX60	transposition, RNA-mediated [GO:0032197]
Q12273	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]
Q8TGJ2	
P0C5R8	
P53105	
Q02831	
P40326	
Q8TGN0	
Q12322	mitochondrial translation [GO:0032543]; mitochondrial translational termination [GO:0070126]
Q3E7A5	
Q3E809	
Q08993	
P35725	
Q3E7A0	
P0C2J0	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]
Q6B108	
Q08954	nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]
Q07989	
P36127	
Q08995	DNA duplex unwinding [GO:0032508]
Q3E805	
P53837	
Q08756	cellular bud site selection [GO:0000282]; filamentous growth [GO:0030447]
P40218	
Q04336	oligosaccharide metabolic process [GO:0009311]
Q08736	
Q08909	
Q06252	regulation of proteolysis [GO:0030162]; regulation of Ras protein signal transduction [GO:0046578]
P0CX72	transposition, RNA-mediated [GO:0032197]
P32795	mitochondrion organization [GO:0007005]; protein folding [GO:0006457]; protein import into mitochondrial intermembrane space [GO:0045041]; protein import into mitochondrial matrix [GO:0030150]; protein maturation [GO:0051604]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; proteolysis [GO:0006508]
O13561	
P0CF20	transmembrane transport [GO:0055085]
Q12225	
P32939	cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization to vacuole [GO:0072665]; Rab protein signal transduction [GO:0032482]; regulation of protein-containing complex assembly [GO:0043254]; regulation of vacuole fusion, non-autophagic [GO:0032889]; retrograde transport, endosome to Golgi [GO:0042147]; vacuole inheritance [GO:0000011]; vesicle-mediated transport [GO:0016192]
A0A023PYG5	
P40538	
P38815	
P38729	vesicle-mediated transport [GO:0016192]
P53906	
Q2V2P5	dolichol metabolic process [GO:0019348]
P40083	
A0A023PZK4	
P47106	
P36025	cellular response to glucose starvation [GO:0042149]; protein catabolic process in the vacuole [GO:0007039]
P40152	polyphosphate catabolic process [GO:0006798]
P47151	
P47159	
Q08439	
Q8TGT3	
P53240	regulation of cell size [GO:0008361]
P53245	
P47105	
P36160	assembly of large subunit precursor of preribosome [GO:1902626]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit assembly [GO:0000027]
Q03465	negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription from RNA polymerase II promoter in response to stress [GO:0097201]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance [GO:0061395]; positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]; regulation of DNA repair [GO:0006282]
Q08723	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin-dependent protein catabolic process [GO:0006511]
P53256	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; ncRNA 3'-end processing [GO:0043628]; nonfunctional rRNA decay [GO:0070651]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]
P38792	CUT catabolic process [GO:0071034]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nonfunctional rRNA decay [GO:0070651]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription [GO:0071049]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; U4 snRNA 3'-end processing [GO:0034475]
P0CX34	cytoplasmic translation [GO:0002181]
Q12754	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364]
P32573	ascospore formation [GO:0030437]; fatty acid catabolic process [GO:0009062]
P36048	generation of catalytic spliceosome for first transesterification step [GO:0000349]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal tri-snRNP complex assembly [GO:0000244]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]
P39928	negative regulation of protein kinase activity [GO:0006469]; osmosensory signaling via phosphorelay pathway [GO:0007234]; peptidyl-histidine phosphorylation [GO:0018106]; protein autophosphorylation [GO:0046777]
P39543	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]
P06783	cytogamy [GO:0000755]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]
P38992	sphingolipid biosynthetic process [GO:0030148]; sphingolipid metabolic process [GO:0006665]
P06784	activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; cell wall integrity MAPK cascade [GO:0000196]; invasive growth in response to glucose limitation [GO:0001403]; pheromone response MAPK cascade [GO:0071507]; protein phosphorylation [GO:0006468]; pseudohyphal growth [GO:0007124]; regulation of mitotic cell cycle [GO:0007346]; regulation of transposition, RNA-mediated [GO:0010525]; signal transduction by protein phosphorylation [GO:0023014]; signal transduction involved in filamentous growth [GO:0001402]; stress-activated protein kinase signaling cascade [GO:0031098]
P39073	meiotic cell cycle [GO:0051321]; negative regulation of filamentous growth [GO:0060258]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]; protein destabilization [GO:0031648]; protein phosphorylation [GO:0006468]; response to oxidative stress [GO:0006979]
P29055	DNA-templated transcription, initiation [GO:0006352]; positive regulation of transcription regulatory region DNA binding [GO:2000679]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; transcription open complex formation at RNA polymerase II promoter [GO:0001113]
P09734	homologous chromosome segregation [GO:0045143]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; nuclear division [GO:0000280]; nuclear migration along microtubule [GO:0030473]; nuclear migration by microtubule mediated pushing forces [GO:0098863]
